"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"56","River Cracraft (MIA)","1","1","11","11.0","11","0","1","0","0","0","0","1","8.1","8.1","0.0%"
"57","Richie James Jr. (NYG)","4","5","36","9.0","16","0","0","1","4","0","0","1","8.0","8.0","6.0%"
"58","Randall Cobb (GB)","2","2","57","28.5","40","3","0","0","0","0","0","1","7.7","7.7","5.8%"
"59","Chase Claypool (CHI)","3","6","35","11.7","20","1","0","1","11","0","0","1","7.6","7.6","49.8%"
"60","D.J. Chark Jr. (DET)","3","6","46","15.3","23","1","0","0","0","0","0","1","7.6","7.6","31.3%"
"61","Marquez Callaway (NO)","1","1","4","4.0","4","0","1","0","0","0","0","1","7.4","7.4","0.5%"
"62","Equanimeous St. Brown (CHI)","1","2","20","20.0","20","1","0","2","43","0","0","1","7.3","7.3","0.2%"
"63","Nick Westbrook-Ikhine (TEN)","3","3","40","13.3","15","0","0","0","0","0","0","1","7.0","7.0","3.2%"
"64","George Pickens (PIT)","3","7","39","13.0","36","2","0","0","0","0","0","1","6.9","6.9","69.5%"
"65","Olamide Zaccheaus (ATL)","2","2","49","24.5","26","2","0","0","0","0","0","1","6.9","6.9","0.8%"
"66","Gabe Davis (BUF)","3","6","37","12.3","18","0","0","0","0","0","0","1","6.7","6.7","95.0%"
"67","Nico Collins (HOU)","2","4","41","20.5","22","1","0","0","0","0","0","1","6.1","6.1","23.8%"
"68","Rashod Bateman (BAL)","2","4","59","29.5","35","3","0","0","0","0","1","1","5.9","5.9","23.7%"
"69","Brandon Powell (LAR)","3","3","27","9.0","16","0","0","0","0","0","0","1","5.7","5.7","0.3%"
"70","DeAndre Carter (LAC)","3","4","31","10.3","17","0","0","1","-5","0","0","1","5.6","5.6","16.6%"
"71","Breshad Perriman (TB)","3","4","44","14.7","24","1","0","1","0","0","1","1","5.4","5.4","0.2%"
"72","Tyreek Hill (MIA)","2","4","33","16.5","22","1","0","0","0","0","0","1","5.3","5.3","100.0%"
"73","Marquise Goodwin (SEA)","2","5","31","15.5","23","1","0","0","0","0","0","1","5.1","5.1","1.4%"
"74","Zach Pascal (PHI)","3","3","18","6.0","13","0","0","1","0","0","0","1","4.8","4.8","0.1%"
"75","Corey Davis (NYJ)","2","5","27","13.5","22","1","0","0","0","0","0","1","4.7","4.7","20.6%"
"76","Justin Jefferson (MIN)","3","6","14","4.7","6","0","0","0","0","0","0","1","4.4","4.4","100.0%"
"77","Darnell Mooney (CHI)","2","6","23","11.5","18","0","0","0","0","0","0","1","4.3","4.3","39.6%"
"78","Allen Robinson II (LAR)","2","5","23","11.5","15","0","0","0","0","0","0","1","4.3","4.3","38.4%"
"79","Shi Smith (CAR)","2","2","22","11.0","24","1","0","0","0","0","0","1","4.2","4.2","0.1%"
"80","Brandin Cooks (HOU)","2","7","22","11.0","17","0","0","0","0","0","0","1","4.2","4.2","66.9%"
"81","Cole Beasley (FA)","3","4","12","4.0","5","0","0","0","0","0","0","1","4.2","4.2","0.1%"
"82","Jarvis Landry (NO)","2","5","22","11.0","13","0","0","0","0","0","0","1","4.2","4.2","22.3%"
"83","Nelson Agholor (NE)","2","3","41","20.5","28","1","0","0","0","0","1","1","4.1","4.1","1.8%"
"84","David Sills V (NYG)","2","4","20","10.0","14","0","0","0","0","0","0","1","4.0","4.0","0.1%"
"85","Jerry Jeudy (DEN)","2","6","17","8.5","16","0","0","0","0","0","0","1","3.7","3.7","87.0%"
"86","Kendall Hinton (DEN)","1","1","27","27.0","27","1","0","0","0","0","0","1","3.7","3.7","4.5%"
"87","Jaelon Darden (CLE)","1","1","25","25.0","25","1","0","0","0","0","0","1","3.5","3.5","0.0%"
"88","Jake Kumerow (BUF)","2","2","14","7.0","10","0","0","0","0","0","0","1","3.4","3.4","0.1%"
"89","Andre Baccellia (ARI)","2","4","13","6.5","10","0","0","0","0","0","0","1","3.3","3.3","0.0%"
"90","Treylon Burks (TEN)","1","2","13","13.0","13","0","0","1","8","0","0","1","3.1","3.1","50.2%"
"91","Parris Campbell (IND)","2","2","10","5.0","8","0","0","0","0","0","0","1","3.0","3.0","36.9%"
"92","Jahan Dotson (WAS)","2","8","10","5.0","7","0","0","0","0","0","0","1","3.0","3.0","20.9%"
"93","Jamal Agnew (JAC)","1","1","17","17.0","17","0","0","0","0","0","0","1","2.7","2.7","0.4%"
"94","Penny Hart (SEA)","1","1","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","0.0%"
"95","DJ Moore (CAR)","1","6","2","2.0","2","0","0","2","13","0","0","1","2.5","2.5","93.4%"
"96","Phillip Dorsett II (HOU)","1","1","15","15.0","15","0","0","0","0","0","0","1","2.5","2.5","0.7%"
"97","Robbie Anderson (ARI)","1","4","14","14.0","14","0","0","0","0","0","0","1","2.4","2.4","6.9%"
"98","Simi Fehoko (DAL)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"99","Keelan Cole Sr. (LV)","1","4","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.1%"
"100","Dax Milne (WAS)","1","1","12","12.0","12","0","0","0","0","0","0","1","2.2","2.2","0.0%"
"101","Byron Pringle (CHI)","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.2%"
"102","Andy Isabella (BAL)","1","2","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.0%"
"103","Ray-Ray McCloud (SF)","1","1","11","11.0","11","0","0","0","0","0","0","1","2.1","2.1","0.6%"
"104","Donovan Peoples-Jones (CLE)","1","3","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","51.2%"
"105","Jamison Crowder (BUF)","1","3","9","9.0","9","0","0","0","0","0","0","1","1.9","1.9","1.3%"
"106","Ashton Dulin (IND)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","0.1%"
"107","David Bell (CLE)","1","1","6","6.0","6","0","0","0","0","0","0","1","1.6","1.6","0.7%"
"108","Trent Sherfield (MIA)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","2.2%"
"109","Jauan Jennings (SF)","1","3","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.7%"
"110","Jalen Tolbert (DAL)","1","2","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","2.5%"
"111","Scotty Miller (TB)","1","5","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","0.1%"
"112","Kalif Raymond (DET)","1","1","4","4.0","4","0","0","0","0","0","0","1","1.4","1.4","2.9%"
"113","Jalen Reagor (MIN)","1","1","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","0.1%"
"114","Mecole Hardman (KC)","1","1","2","2.0","2","0","0","0","0","0","0","1","1.2","1.2","27.3%"
"115","Ihmir Smith-Marsette (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","Demetric Felton Jr. (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Keke Coutee (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Dan Chisena (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"119","Javon Wims (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"120","Dez Fitzpatrick (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"121","Auden Tate (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"122","Dyami Brown (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"123","Cody White (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
