y1_statefips,state_abb,state_name,y2_statefips,y2_state,y2_state_name,n1,n2,AGI,n2_log_base2,AGI_per_person,log10AGI,region,log_base_e_AGI_per_person
2,AK,alaska,56,WY,wyoming,91,194,7544000,7.59991284218713,38886.5979381443,6.87760167972927,wyoming,10.5684049442321
2,AK,alaska,46,SD,south dakota,86,205,7709000,7.67948009950545,37604.8780487805,6.8869980456711,south dakota,10.534889056303
2,AK,alaska,54,WV,west virginia,54,113,4034000,6.82017896241519,35699.1150442478,6.60573589387675,west virginia,10.482881178784
2,AK,alaska,33,NH,new hampshire,51,93,3357000,6.53915881110803,36096.7741935484,6.52595134124801,new hampshire,10.4939587828089
2,AK,alaska,9,CT,connecticut,44,108,2216000,6.75488750216347,20518.5185185185,6.34556975605639,connecticut,9.92908309972509
2,AK,alaska,50,VT,vermont,41,75,3430000,6.22881869049588,45733.3333333333,6.53529412004277,vermont,10.7305827056058
2,AK,alaska,10,DE,delaware,38,90,2122000,6.49185309632967,23577.7777777778,6.32674537956532,delaware,10.0680599278258
2,AK,alaska,11,DC,district of columbia,32,57,2177000,5.83289001416474,38192.9824561404,6.33785842904109,district of columbia,10.5504070723821
2,AK,alaska,44,RI,rhode island,13,31,798000,4.95419631038687,25741.935483871,5.90200289135073,rhode island,10.1558766719468
4,AZ,arizona,4,AZ,arizona,2469417,5319756,191353871000,22.3429286448133,35970.4225156191,11.2818372522252,arizona,10.4904522829543
4,AZ,arizona,6,CA,california,14675,25326,935512000,14.6283316146788,36938.7980731264,8.97104936265416,california,10.5170177159506
4,AZ,arizona,48,TX,texas,8285,16551,934391000,14.0146307658542,56455.2595009365,8.97052864668917,texas,10.941203736202
4,AZ,arizona,8,CO,colorado,5120,8987,361725000,13.133623886783,40249.8052742851,8.55837852531358,colorado,10.602860444929
4,AZ,arizona,53,WA,washington,5101,8877,393696000,13.1158564819151,44350.1182832038,8.59516100232705,washington,10.6998706547737
4,AZ,arizona,12,FL,florida,4243,7653,390453000,12.9018096843236,51019.6001568013,8.59156876402864,florida,10.8399651546757
4,AZ,arizona,32,NV,nevada,3312,6047,259623000,12.5620038636516,42934.1822391268,8.41434316397817,nevada,10.6674235764393
4,AZ,arizona,41,OR,oregon,3017,5051,186040000,12.3023533264312,36832.3104335775,8.26960633083948,oregon,10.5141307398521
4,AZ,arizona,35,NM,new mexico,2945,6013,152217000,12.5538692431961,25314.6515882255,8.18246315830775,new mexico,10.1391386212528
4,AZ,arizona,17,IL,illinois,2943,5059,204291000,12.3046365238073,40381.6959873493,8.31024923429553,illinois,10.6061318916621
4,AZ,arizona,49,UT,utah,2859,6614,191756000,12.6913073301911,28992.4402781978,8.2827489618055,utah,10.2747903949235
4,AZ,arizona,37,NC,north carolina,2208,4403,161853000,12.1042711289369,36759.7092891211,8.20912075360804,north carolina,10.5121576680902
4,AZ,arizona,26,MI,michigan,2083,3837,128430000,11.9057630496028,33471.4620797498,8.10866648255397,michigan,10.4184484765423
4,AZ,arizona,39,OH,ohio,1932,3525,129283000,11.7834075421735,36676.0283687943,8.11154142131053,ohio,10.509878642667
4,AZ,arizona,36,NY,new york,1873,2878,114412000,11.4908508767403,39753.9958304378,8.05847157743314,new york,10.5904656390664
4,AZ,arizona,27,MN,minnesota,1846,3338,136571000,11.7047682393626,40914.0203714799,8.13535848941091,minnesota,10.6192280796583
4,AZ,arizona,51,VA,virginia,1678,3333,119113000,11.7026056021102,35737.4737473747,8.07595916299546,virginia,10.4839551020343
4,AZ,arizona,55,WI,wisconsin,1654,2879,112175000,11.4913520735634,38963.1816602987,8.04989607820511,wisconsin,10.5703724192141
4,AZ,arizona,13,GA,georgia,1645,3292,109654000,11.6847486204216,33309.2345078979,8.04002447866053,georgia,10.413589950074
4,AZ,arizona,29,MO,missouri,1644,3255,96949000,11.668441828053,29784.6390168971,7.98654333381986,missouri,10.3017480703619
4,AZ,arizona,47,TN,tennessee,1565,3102,108148000,11.5989829710361,34863.9587362992,8.03401849236508,tennessee,10.4592088736218
