y1_statefips,state_abb,state_name,y2_statefips,y2_state,y2_state_name,n1,n2,AGI
11,DC,District of Columbia,9,CT,Connecticut,333,438,31141
11,DC,District of Columbia,45,SC,South Carolina,293,439,31707
11,DC,District of Columbia,47,TN,Tennessee,259,373,40451
11,DC,District of Columbia,41,OR,Oregon,221,287,21236
11,DC,District of Columbia,27,MN,Minnesota,217,298,19926
11,DC,District of Columbia,4,AZ,Arizona,214,291,26909
11,DC,District of Columbia,10,DE,Delaware,185,265,36237
11,DC,District of Columbia,29,MO,Missouri,184,242,20769
11,DC,District of Columbia,55,WI,Wisconsin,171,228,19290
11,DC,District of Columbia,23,ME,Maine,165,238,22765
11,DC,District of Columbia,22,LA,Louisiana,131,183,12452
11,DC,District of Columbia,18,IN,Indiana,130,184,11662
11,DC,District of Columbia,33,NH,New Hampshire,118,180,14159
11,DC,District of Columbia,21,KY,Kentucky,103,155,10905
11,DC,District of Columbia,50,VT,Vermont,102,138,11506
11,DC,District of Columbia,32,NV,Nevada,99,155,9811
11,DC,District of Columbia,54,WV,West Virginia,95,138,11547
11,DC,District of Columbia,1,AL,Alabama,92,141,9672
11,DC,District of Columbia,44,RI,Rhode Island,91,124,12577
11,DC,District of Columbia,49,UT,Utah,88,130,15460
11,DC,District of Columbia,15,HI,Hawaii,88,139,9220
11,DC,District of Columbia,35,NM,New Mexico,84,131,9612
11,DC,District of Columbia,19,IA,Iowa,59,77,4025
11,DC,District of Columbia,40,OK,Oklahoma,56,90,4110
11,DC,District of Columbia,16,ID,Idaho,54,77,18891
11,DC,District of Columbia,30,MT,Montana,46,62,3913
11,DC,District of Columbia,28,MS,Mississippi,46,67,4984
11,DC,District of Columbia,5,AR,Arkansas,41,55,5205
11,DC,District of Columbia,20,KS,Kansas,40,60,4325
11,DC,District of Columbia,31,NE,Nebraska,36,63,3412
11,DC,District of Columbia,46,SD,South Dakota,25,31,3697
11,DC,District of Columbia,2,AK,Alaska,24,40,2967
11,DC,District of Columbia,56,WY,Wyoming,17,31,4000
11,DC,District of Columbia,38,ND,North Dakota,13,39,1056
12,FL,Florida,96,FL,FL Total Migration-US and Foreign,260527,466040,17664216
12,FL,Florida,97,FL,FL Total Migration-US,256188,456993,17447441
12,FL,Florida,98,FL,FL Total Migration-Foreign,4339,9047,216775
12,FL,Florida,97,FL,FL Total Migration-Same State,359463,650868,22307426
12,FL,Florida,12,FL,FL Non-migrants,7902463,15730788,656859077
12,FL,Florida,13,GA,Georgia,24686,47719,1452513
12,FL,Florida,48,TX,Texas,20363,38192,1405361
12,FL,Florida,37,NC,North Carolina,17537,32711,1244842
12,FL,Florida,36,NY,New York,17047,26902,1188026
12,FL,Florida,6,CA,California,13228,21855,990710
12,FL,Florida,47,TN,Tennessee,11177,21061,799555
12,FL,Florida,51,VA,Virginia,10409,19284,714404
12,FL,Florida,42,PA,Pennsylvania,9511,16426,635730
12,FL,Florida,39,OH,Ohio,9166,15971,563362
12,FL,Florida,8,CO,Colorado,7892,13006,599329
12,FL,Florida,1,AL,Alabama,7585,14806,415647
12,FL,Florida,34,NJ,New Jersey,7575,12693,741886
12,FL,Florida,45,SC,South Carolina,7518,14237,484505
12,FL,Florida,26,MI,Michigan,7343,12844,486265
12,FL,Florida,17,IL,Illinois,7234,11953,602950
12,FL,Florida,25,MA,Massachusetts,6770,10787,514165
12,FL,Florida,18,IN,Indiana,5764,10504,308642
12,FL,Florida,24,MD,Maryland,5468,9537,380928
12,FL,Florida,53,WA,Washington,4585,7977,327097
12,FL,Florida,4,AZ,Arizona,4513,7851,358625
12,FL,Florida,57,FR,Foreign,4339,9047,216775
12,FL,Florida,21,KY,Kentucky,4012,7480,211747
12,FL,Florida,9,CT,Connecticut,3794,6334,276726
12,FL,Florida,29,MO,Missouri,3615,6622,237894
12,FL,Florida,55,WI,Wisconsin,3178,5427,225688
12,FL,Florida,32,NV,Nevada,2826,4778,242284
12,FL,Florida,22,LA,Louisiana,2665,4856,162379
12,FL,Florida,27,MN,Minnesota,2420,4075,225853
12,FL,Florida,28,MS,Mississippi,2015,3836,112206
12,FL,Florida,23,ME,Maine,2014,3418,126883
12,FL,Florida,40,OK,Oklahoma,1900,3828,102828
12,FL,Florida,41,OR,Oregon,1891,3012,107963
12,FL,Florida,33,NH,New Hampshire,1847,3033,124176
12,FL,Florida,49,UT,Utah,1619,3211,106052
12,FL,Florida,5,AR,Arkansas,1563,3094,86859
12,FL,Florida,20,KS,Kansas,1506,2863,89749
12,FL,Florida,19,IA,Iowa,1471,2707,88784
12,FL,Florida,44,RI,Rhode Island,1398,2415,86523
12,FL,Florida,35,NM,New Mexico,1327,2370,75422
12,FL,Florida,54,WV,West Virginia,1318,2290,64617
12,FL,Florida,15,HI,Hawaii,1308,2506,79664
12,FL,Florida,11,DC,District Of Columbia,989,1320,27004
12,FL,Florida,10,DE,Delaware,988,1738,55969
12,FL,Florida,31,NE,Nebraska,916,1659,41725
12,FL,Florida,50,VT,Vermont,822,1372,59699
12,FL,Florida,2,AK,Alaska,760,1498,41284
12,FL,Florida,16,ID,Idaho,665,1236,31396
12,FL,Florida,30,MT,Montana,614,1104,42996
12,FL,Florida,38,ND,North Dakota,514,1024,24588
12,FL,Florida,46,SD,South Dakota,459,822,26913
12,FL,Florida,56,WY,Wyoming,403,749,47028
13,GA,Georgia,96,GA,GA Total Migration-US and Foreign,123358,239864,8453959
13,GA,Georgia,97,GA,GA Total Migration-US,121665,236144,8356900
13,GA,Georgia,98,GA,GA Total Migration-Foreign,1693,3720,97059
13,GA,Georgia,97,GA,GA Total Migration-Same State,237575,474594,13644294
13,GA,Georgia,13,GA,GA Non-migrants,3402716,7484900,267672692
13,GA,Georgia,12,FL,Florida,22274,43264,1897416
13,GA,Georgia,48,TX,Texas,9341,18971,605686
13,GA,Georgia,37,NC,North Carolina,8704,16622,604541
13,GA,Georgia,45,SC,South Carolina,8460,16801,640804
13,GA,Georgia,1,AL,Alabama,8322,17282,488504
13,GA,Georgia,47,TN,Tennessee,7807,15028,515221
13,GA,Georgia,6,CA,California,6238,10794,430386
13,GA,Georgia,51,VA,Virginia,4390,8793,283842
13,GA,Georgia,36,NY,New York,4150,7063,232708
13,GA,Georgia,8,CO,Colorado,2795,5331,204911
13,GA,Georgia,39,OH,Ohio,2692,5225,149818
13,GA,Georgia,17,IL,Illinois,2581,4615,172677
13,GA,Georgia,42,PA,Pennsylvania,2446,4644,143448
13,GA,Georgia,24,MD,Maryland,2352,4399,138806
13,GA,Georgia,53,WA,Washington,2304,4404,167926
13,GA,Georgia,26,MI,Michigan,1992,4011,103431
13,GA,Georgia,4,AZ,Arizona,1837,3469,134409
13,GA,Georgia,57,FR,Foreign,1693,3720,97059
13,GA,Georgia,22,LA,Louisiana,1621,3213,79565
13,GA,Georgia,34,NJ,New Jersey,1606,2898,105225
13,GA,Georgia,21,KY,Kentucky,1514,3203,82473
13,GA,Georgia,18,IN,Indiana,1492,2969,77639
13,GA,Georgia,29,MO,Missouri,1437,2866,90034
13,GA,Georgia,28,MS,Mississippi,1396,2803,69189
13,GA,Georgia,25,MA,Massachusetts,1290,2128,99009
13,GA,Georgia,32,NV,Nevada,946,1855,51121
13,GA,Georgia,20,KS,Kansas,864,2087,55855
13,GA,Georgia,27,MN,Minnesota,830,1600,67052
13,GA,Georgia,55,WI,Wisconsin,823,1652,53799
13,GA,Georgia,40,OK,Oklahoma,802,1728,40287
13,GA,Georgia,5,AR,Arkansas,787,1677,46547
13,GA,Georgia,9,CT,Connecticut,727,1303,47273
13,GA,Georgia,15,HI,Hawaii,709,1568,48965
13,GA,Georgia,41,OR,Oregon,701,1195,51486
13,GA,Georgia,49,UT,Utah,590,1376,44854
13,GA,Georgia,11,DC,District Of Columbia,557,751,42245
13,GA,Georgia,19,IA,Iowa,474,947,28008
13,GA,Georgia,35,NM,New Mexico,466,895,34925
13,GA,Georgia,2,AK,Alaska,428,940,22340
13,GA,Georgia,54,WV,West Virginia,364,711,17451
13,GA,Georgia,31,NE,Nebraska,351,708,22381
13,GA,Georgia,10,DE,Delaware,295,569,16441
13,GA,Georgia,23,ME,Maine,286,608,23574
13,GA,Georgia,16,ID,Idaho,275,573,21759
13,GA,Georgia,33,NH,New Hampshire,261,508,19739
13,GA,Georgia,30,MT,Montana,249,449,21076
13,GA,Georgia,44,RI,Rhode Island,199,369,13863
13,GA,Georgia,38,ND,North Dakota,197,428,9454
13,GA,Georgia,46,SD,South Dakota,181,370,15309
13,GA,Georgia,56,WY,Wyoming,143,281,15253
13,GA,Georgia,50,VT,Vermont,119,200,8175
15,HI,Hawaii,96,HI,HI Total Migration-US and Foreign,29094,61162,1879034
15,HI,Hawaii,97,HI,HI Total Migration-US,28126,58775,1807565
15,HI,Hawaii,98,HI,HI Total Migration-Foreign,968,2387,71468
15,HI,Hawaii,97,HI,HI Total Migration-Same State,3094,5369,173157
15,HI,Hawaii,15,HI,HI Non-migrants,560646,1127908,41730613
15,HI,Hawaii,6,CA,California,5065,9189,310932
15,HI,Hawaii,53,WA,Washington,2421,4839,152961
15,HI,Hawaii,48,TX,Texas,2392,5551,188237
15,HI,Hawaii,32,NV,Nevada,1734,3542,109042
15,HI,Hawaii,12,FL,Florida,1541,3225,123228
15,HI,Hawaii,51,VA,Virginia,1255,3245,97725
15,HI,Hawaii,4,AZ,Arizona,1114,2189,70036
15,HI,Hawaii,8,CO,Colorado,1111,2299,75917
15,HI,Hawaii,41,OR,Oregon,1051,1795,59424
15,HI,Hawaii,57,FR,Foreign,968,2387,71468
15,HI,Hawaii,37,NC,North Carolina,845,2065,50999
15,HI,Hawaii,13,GA,Georgia,778,1908,46015
15,HI,Hawaii,49,UT,Utah,627,1467,36560
15,HI,Hawaii,36,NY,New York,617,1150,30896
15,HI,Hawaii,24,MD,Maryland,606,1430,45871
15,HI,Hawaii,47,TN,Tennessee,402,947,25636
15,HI,Hawaii,17,IL,Illinois,395,800,25532
15,HI,Hawaii,45,SC,South Carolina,395,913,24462
15,HI,Hawaii,39,OH,Ohio,387,793,20020
15,HI,Hawaii,29,MO,Missouri,338,774,18998
15,HI,Hawaii,42,PA,Pennsylvania,316,624,17944
15,HI,Hawaii,40,OK,Oklahoma,299,742,14957
15,HI,Hawaii,2,AK,Alaska,283,568,15700
15,HI,Hawaii,26,MI,Michigan,265,469,17659
15,HI,Hawaii,16,ID,Idaho,264,562,16006
15,HI,Hawaii,34,NJ,New Jersey,258,469,13994
15,HI,Hawaii,25,MA,Massachusetts,256,433,14418
15,HI,Hawaii,1,AL,Alabama,249,577,17444
15,HI,Hawaii,20,KS,Kansas,244,640,14162
15,HI,Hawaii,21,KY,Kentucky,237,641,13557
15,HI,Hawaii,27,MN,Minnesota,219,403,13362
15,HI,Hawaii,18,IN,Indiana,208,406,9941
15,HI,Hawaii,22,LA,Louisiana,191,415,10355
15,HI,Hawaii,35,NM,New Mexico,191,391,11944
15,HI,Hawaii,55,WI,Wisconsin,183,331,10556
15,HI,Hawaii,9,CT,Connecticut,164,363,9351
15,HI,Hawaii,19,IA,Iowa,146,296,6483
15,HI,Hawaii,5,AR,Arkansas,137,340,5683
15,HI,Hawaii,30,MT,Montana,124,251,7788
15,HI,Hawaii,31,NE,Nebraska,108,280,7593
15,HI,Hawaii,33,NH,New Hampshire,101,180,6376
15,HI,Hawaii,28,MS,Mississippi,86,217,5292
15,HI,Hawaii,11,DC,District Of Columbia,85,137,7870
15,HI,Hawaii,23,ME,Maine,75,136,4255
15,HI,Hawaii,44,RI,Rhode Island,72,174,6269
15,HI,Hawaii,38,ND,North Dakota,62,120,2649
15,HI,Hawaii,56,WY,Wyoming,59,133,4887
15,HI,Hawaii,46,SD,South Dakota,48,97,2554
15,HI,Hawaii,10,DE,Delaware,48,96,2793
15,HI,Hawaii,54,WV,West Virginia,43,106,2004
15,HI,Hawaii,50,VT,Vermont,31,57,1227
16,ID,Idaho,96,ID,ID Total Migration-US and Foreign,25232,51021,1368063
16,ID,Idaho,97,ID,ID Total Migration-US,24973,50377,1355955
16,ID,Idaho,98,ID,ID Total Migration-Foreign,259,644,12108
16,ID,Idaho,97,ID,ID Total Migration-Same State,23869,51218,1184959
16,ID,Idaho,16,ID,ID Non-migrants,607251,1434583,45153796
16,ID,Idaho,53,WA,Washington,4643,8522,237233
16,ID,Idaho,49,UT,Utah,2880,6807,135129
16,ID,Idaho,6,CA,California,2464,4490,143972
16,ID,Idaho,41,OR,Oregon,2230,4093,100732
16,ID,Idaho,4,AZ,Arizona,1565,3155,98735
16,ID,Idaho,48,TX,Texas,1318,3019,73629
16,ID,Idaho,30,MT,Montana,978,1894,52208
16,ID,Idaho,32,NV,Nevada,934,1815,52216
16,ID,Idaho,8,CO,Colorado,874,1580,50261
16,ID,Idaho,12,FL,Florida,701,1469,48332
16,ID,Idaho,56,WY,Wyoming,408,911,43685
16,ID,Idaho,37,NC,North Carolina,346,750,21844
16,ID,Idaho,51,VA,Virginia,337,774,19688
16,ID,Idaho,29,MO,Missouri,293,735,13110
16,ID,Idaho,2,AK,Alaska,278,574,13517
16,ID,Idaho,47,TN,Tennessee,265,596,17669
16,ID,Idaho,57,FR,Foreign,259,644,12108
16,ID,Idaho,26,MI,Michigan,247,456,11571
16,ID,Idaho,39,OH,Ohio,237,508,12749
16,ID,Idaho,35,NM,New Mexico,232,528,15519
16,ID,Idaho,13,GA,Georgia,230,548,10547
16,ID,Idaho,40,OK,Oklahoma,219,521,9462
16,ID,Idaho,38,ND,North Dakota,209,438,11270
16,ID,Idaho,27,MN,Minnesota,209,417,11441
16,ID,Idaho,17,IL,Illinois,205,435,10299
16,ID,Idaho,42,PA,Pennsylvania,202,389,9986
16,ID,Idaho,36,NY,New York,200,356,10183
16,ID,Idaho,55,WI,Wisconsin,195,377,10382
16,ID,Idaho,15,HI,Hawaii,176,345,9017
16,ID,Idaho,20,KS,Kansas,159,359,8114
16,ID,Idaho,45,SC,South Carolina,154,325,9260
16,ID,Idaho,18,IN,Indiana,154,327,7608
16,ID,Idaho,5,AR,Arkansas,135,350,6434
16,ID,Idaho,31,NE,Nebraska,134,296,7080
16,ID,Idaho,46,SD,South Dakota,123,212,7533
16,ID,Idaho,1,AL,Alabama,118,242,6724
16,ID,Idaho,19,IA,Iowa,117,241,5719
16,ID,Idaho,24,MD,Maryland,116,232,6152
16,ID,Idaho,21,KY,Kentucky,101,223,4199
16,ID,Idaho,25,MA,Massachusetts,92,155,6579
16,ID,Idaho,22,LA,Louisiana,88,149,4099
16,ID,Idaho,28,MS,Mississippi,70,130,3403
16,ID,Idaho,34,NJ,New Jersey,67,128,4127
16,ID,Idaho,23,ME,Maine,52,88,2964
16,ID,Idaho,9,CT,Connecticut,52,102,2449
16,ID,Idaho,33,NH,New Hampshire,40,68,2670
16,ID,Idaho,54,WV,West Virginia,39,104,2150
16,ID,Idaho,50,VT,Vermont,33,64,1629
16,ID,Idaho,10,DE,Delaware,22,41,896
16,ID,Idaho,11,DC,District Of Columbia,20,24,1399
16,ID,Idaho,44,RI,Rhode Island,12,15,380
17,IL,Illinois,96,IL,IL Total Migration-US and Foreign,152379,274123,16092056
17,IL,Illinois,97,IL,IL Total Migration-US,151628,272632,16052957
17,IL,Illinois,98,IL,IL Total Migration-Foreign,751,1491,39098
17,IL,Illinois,97,IL,IL Total Migration-Same State,150427,277994,10108332
17,IL,Illinois,17,IL,IL Non-migrants,4780625,10140328,433797636
17,IL,Illinois,12,FL,Florida,15511,28528,3068843
17,IL,Illinois,18,IN,Indiana,13684,27147,936289
17,IL,Illinois,48,TX,Texas,11477,22793,1218734
17,IL,Illinois,55,WI,Wisconsin,11252,19445,943367
17,IL,Illinois,6,CA,California,11131,17548,1134917
17,IL,Illinois,29,MO,Missouri,9182,16042,583752
17,IL,Illinois,4,AZ,Arizona,6810,12501,757088
17,IL,Illinois,26,MI,Michigan,5938,10344,774993
17,IL,Illinois,47,TN,Tennessee,5492,10889,540957
17,IL,Illinois,8,CO,Colorado,5207,8231,590084
17,IL,Illinois,19,IA,Iowa,5153,9384,287769
17,IL,Illinois,13,GA,Georgia,4163,8140,356585
17,IL,Illinois,39,OH,Ohio,3843,7003,374220
17,IL,Illinois,37,NC,North Carolina,3831,7325,408064
17,IL,Illinois,36,NY,New York,3814,5295,470568
17,IL,Illinois,53,WA,Washington,3004,4872,286572
17,IL,Illinois,27,MN,Minnesota,2609,4469,204246
17,IL,Illinois,51,VA,Virginia,2581,4565,226376
17,IL,Illinois,21,KY,Kentucky,2256,4375,149251
17,IL,Illinois,42,PA,Pennsylvania,2185,3657,266277
17,IL,Illinois,32,NV,Nevada,2057,3657,192486
17,IL,Illinois,45,SC,South Carolina,1973,3868,269509
17,IL,Illinois,25,MA,Massachusetts,1936,2952,246425
17,IL,Illinois,34,NJ,New Jersey,1468,2405,165542
17,IL,Illinois,1,AL,Alabama,1331,2694,99006
17,IL,Illinois,24,MD,Maryland,1288,2206,118086
17,IL,Illinois,5,AR,Arkansas,1201,2370,83955
17,IL,Illinois,41,OR,Oregon,1164,1747,92273
17,IL,Illinois,20,KS,Kansas,1031,1869,78039
17,IL,Illinois,40,OK,Oklahoma,848,1677,54597
17,IL,Illinois,28,MS,Mississippi,780,1562,42017
17,IL,Illinois,49,UT,Utah,779,1531,147493
17,IL,Illinois,57,FR,Foreign,751,1491,39098
17,IL,Illinois,22,LA,Louisiana,736,1359,45305
17,IL,Illinois,9,CT,Connecticut,652,1068,65361
17,IL,Illinois,35,NM,New Mexico,643,1102,286054
17,IL,Illinois,31,NE,Nebraska,637,1132,44364
17,IL,Illinois,11,DC,District Of Columbia,623,764,59834
17,IL,Illinois,15,HI,Hawaii,464,810,35643
17,IL,Illinois,16,ID,Idaho,400,862,41166
17,IL,Illinois,30,MT,Montana,349,630,95577
17,IL,Illinois,46,SD,South Dakota,306,583,25761
17,IL,Illinois,33,NH,New Hampshire,248,403,28607
17,IL,Illinois,23,ME,Maine,238,388,31462
17,IL,Illinois,56,WY,Wyoming,223,407,36972
17,IL,Illinois,2,AK,Alaska,214,371,11983
17,IL,Illinois,38,ND,North Dakota,211,380,12409
17,IL,Illinois,54,WV,West Virginia,197,415,11887
17,IL,Illinois,44,RI,Rhode Island,179,285,20284
17,IL,Illinois,50,VT,Vermont,170,276,15592
17,IL,Illinois,10,DE,Delaware,159,306,16315
18,IN,Indiana,96,IN,IN Total Migration-US and Foreign,65636,120337,4342115
18,IN,Indiana,97,IN,IN Total Migration-US,65328,119765,4327933
18,IN,Indiana,98,IN,IN Total Migration-Foreign,308,572,14182
18,IN,Indiana,97,IN,IN Total Migration-Same State,107755,203435,5733215
18,IN,Indiana,18,IN,IN Non-migrants,2445035,5321581,175951217
18,IN,Indiana,17,IL,Illinois,8445,15178,464130
18,IN,Indiana,12,FL,Florida,7727,14374,800929
18,IN,Indiana,21,KY,Kentucky,5042,9190,234771
18,IN,Indiana,39,OH,Ohio,4941,8989,290704
18,IN,Indiana,26,MI,Michigan,4834,9234,297739
18,IN,Indiana,48,TX,Texas,4158,8125,260258
18,IN,Indiana,6,CA,California,2893,4641,176548
18,IN,Indiana,47,TN,Tennessee,2501,4645,156394
18,IN,Indiana,4,AZ,Arizona,1938,3608,134567
18,IN,Indiana,37,NC,North Carolina,1881,3564,149004
18,IN,Indiana,13,GA,Georgia,1839,3611,100585
18,IN,Indiana,8,CO,Colorado,1637,2636,121676
18,IN,Indiana,29,MO,Missouri,1219,2271,72641
18,IN,Indiana,51,VA,Virginia,1193,2201,78234
18,IN,Indiana,55,WI,Wisconsin,1122,2036,69992
18,IN,Indiana,45,SC,South Carolina,1098,2141,108926
18,IN,Indiana,36,NY,New York,1075,1747,62903
18,IN,Indiana,53,WA,Washington,1071,1775,72345
18,IN,Indiana,42,PA,Pennsylvania,1005,1814,65023
18,IN,Indiana,1,AL,Alabama,790,1658,47280
18,IN,Indiana,27,MN,Minnesota,695,1265,41748
18,IN,Indiana,32,NV,Nevada,636,1141,36881
18,IN,Indiana,24,MD,Maryland,601,1062,37301
18,IN,Indiana,25,MA,Massachusetts,539,824,59539
18,IN,Indiana,19,IA,Iowa,530,1019,26693
18,IN,Indiana,41,OR,Oregon,488,742,26430
18,IN,Indiana,34,NJ,New Jersey,466,761,32529
18,IN,Indiana,40,OK,Oklahoma,450,919,23564
18,IN,Indiana,20,KS,Kansas,449,908,24895
18,IN,Indiana,5,AR,Arkansas,439,917,26016
18,IN,Indiana,49,UT,Utah,389,829,27822
18,IN,Indiana,28,MS,Mississippi,388,808,20180
18,IN,Indiana,22,LA,Louisiana,355,670,18401
18,IN,Indiana,57,FR,Foreign,308,572,14182
18,IN,Indiana,35,NM,New Mexico,265,442,14310
18,IN,Indiana,31,NE,Nebraska,224,441,14407
18,IN,Indiana,54,WV,West Virginia,223,408,10942
18,IN,Indiana,15,HI,Hawaii,195,339,11055
18,IN,Indiana,16,ID,Idaho,184,407,15321
18,IN,Indiana,9,CT,Connecticut,183,301,15091
18,IN,Indiana,11,DC,District Of Columbia,179,215,10041
18,IN,Indiana,30,MT,Montana,162,291,13103
18,IN,Indiana,46,SD,South Dakota,143,296,10788
18,IN,Indiana,23,ME,Maine,112,208,7420
18,IN,Indiana,2,AK,Alaska,112,191,6027
18,IN,Indiana,56,WY,Wyoming,107,217,6966
18,IN,Indiana,38,ND,North Dakota,98,167,3724
18,IN,Indiana,10,DE,Delaware,96,172,7267
18,IN,Indiana,33,NH,New Hampshire,95,156,7092
18,IN,Indiana,44,RI,Rhode Island,72,135,6009
18,IN,Indiana,50,VT,Vermont,44,76,1724
19,IA,Iowa,96,IA,IA Total Migration-US and Foreign,34836,63565,2169313
19,IA,Iowa,97,IA,IA Total Migration-US,34708,63294,2162560
19,IA,Iowa,98,IA,IA Total Migration-Foreign,128,271,6753
19,IA,Iowa,97,IA,IA Total Migration-Same State,45844,83218,2479148
19,IA,Iowa,19,IA,IA Non-migrants,1155883,2532880,88597172
19,IA,Iowa,17,IL,Illinois,4427,7835,215082
19,IA,Iowa,31,NE,Nebraska,3164,5716,162031
19,IA,Iowa,27,MN,Minnesota,2549,4356,155220
19,IA,Iowa,48,TX,Texas,2375,4557,150905
19,IA,Iowa,12,FL,Florida,1940,3628,227045
19,IA,Iowa,29,MO,Missouri,1917,3589,110594
19,IA,Iowa,55,WI,Wisconsin,1647,2922,104919
19,IA,Iowa,4,AZ,Arizona,1526,2684,110965
19,IA,Iowa,8,CO,Colorado,1475,2367,95746
19,IA,Iowa,6,CA,California,1356,2245,78491
19,IA,Iowa,46,SD,South Dakota,1172,2168,78956
19,IA,Iowa,20,KS,Kansas,768,1439,48758
19,IA,Iowa,37,NC,North Carolina,724,1450,51039
19,IA,Iowa,18,IN,Indiana,640,1309,36863
19,IA,Iowa,53,WA,Washington,632,1122,37765
19,IA,Iowa,39,OH,Ohio,595,1115,32249
19,IA,Iowa,26,MI,Michigan,591,1145,34440
19,IA,Iowa,13,GA,Georgia,571,1134,35982
19,IA,Iowa,47,TN,Tennessee,540,1030,35823
19,IA,Iowa,51,VA,Virginia,448,776,28905
19,IA,Iowa,36,NY,New York,430,705,22334
19,IA,Iowa,40,OK,Oklahoma,388,803,20309
19,IA,Iowa,41,OR,Oregon,384,629,20351
19,IA,Iowa,5,AR,Arkansas,379,756,21925
19,IA,Iowa,42,PA,Pennsylvania,369,645,19375
19,IA,Iowa,45,SC,South Carolina,301,606,21329
19,IA,Iowa,21,KY,Kentucky,299,578,16859
19,IA,Iowa,32,NV,Nevada,289,551,19399
19,IA,Iowa,49,UT,Utah,243,541,15721
19,IA,Iowa,1,AL,Alabama,235,508,15230
19,IA,Iowa,25,MA,Massachusetts,212,325,13422
19,IA,Iowa,24,MD,Maryland,200,347,12334
19,IA,Iowa,38,ND,North Dakota,194,368,11182
19,IA,Iowa,35,NM,New Mexico,178,328,11362
19,IA,Iowa,16,ID,Idaho,166,407,11514
19,IA,Iowa,30,MT,Montana,165,344,8480
19,IA,Iowa,22,LA,Louisiana,165,321,7770
19,IA,Iowa,34,NJ,New Jersey,154,242,7049
19,IA,Iowa,28,MS,Mississippi,153,348,6533
19,IA,Iowa,56,WY,Wyoming,139,269,8432
19,IA,Iowa,57,FR,Foreign,128,271,6753
19,IA,Iowa,15,HI,Hawaii,105,198,6666
19,IA,Iowa,9,CT,Connecticut,94,160,5810
19,IA,Iowa,2,AK,Alaska,71,133,4853
19,IA,Iowa,54,WV,West Virginia,62,129,4417
19,IA,Iowa,23,ME,Maine,62,116,3374
19,IA,Iowa,11,DC,District Of Columbia,62,81,5063
19,IA,Iowa,33,NH,New Hampshire,49,100,3936
19,IA,Iowa,10,DE,Delaware,42,78,2106
19,IA,Iowa,50,VT,Vermont,31,49,1441
19,IA,Iowa,44,RI,Rhode Island,30,42,2207
20,KS,Kansas,96,KS,KS Total Migration-US and Foreign,42835,83695,2731390
20,KS,Kansas,97,KS,KS Total Migration-US,42359,82497,2705546
20,KS,Kansas,98,KS,KS Total Migration-Foreign,476,1198,25844
20,KS,Kansas,97,KS,KS Total Migration-Same State,35841,68362,1754293
20,KS,Kansas,20,KS,KS Non-migrants,1034025,2295631,83318093
20,KS,Kansas,29,MO,Missouri,11796,20665,681176
20,KS,Kansas,48,TX,Texas,4606,9641,304463
20,KS,Kansas,40,OK,Oklahoma,2719,5609,139246
20,KS,Kansas,8,CO,Colorado,2373,4292,144619
20,KS,Kansas,12,FL,Florida,2140,4140,194818
20,KS,Kansas,6,CA,California,1817,3286,109411
20,KS,Kansas,31,NE,Nebraska,1175,2253,64936
20,KS,Kansas,4,AZ,Arizona,1108,2128,93375
20,KS,Kansas,13,GA,Georgia,999,2272,62205
20,KS,Kansas,17,IL,Illinois,884,1662,65381
20,KS,Kansas,53,WA,Washington,875,1839,59635
20,KS,Kansas,37,NC,North Carolina,864,1904,64015
20,KS,Kansas,5,AR,Arkansas,781,1555,47538
20,KS,Kansas,19,IA,Iowa,688,1364,47328
20,KS,Kansas,51,VA,Virginia,685,1552,46427
20,KS,Kansas,47,TN,Tennessee,585,1257,40540
20,KS,Kansas,39,OH,Ohio,495,999,28105
20,KS,Kansas,36,NY,New York,485,890,38749
20,KS,Kansas,57,FR,Foreign,476,1198,25844
20,KS,Kansas,18,IN,Indiana,449,970,24910
20,KS,Kansas,27,MN,Minnesota,443,869,30848
20,KS,Kansas,42,PA,Pennsylvania,422,838,28267
20,KS,Kansas,26,MI,Michigan,422,877,27936
20,KS,Kansas,1,AL,Alabama,384,907,23870
20,KS,Kansas,35,NM,New Mexico,368,706,21055
20,KS,Kansas,45,SC,South Carolina,358,787,26089
20,KS,Kansas,41,OR,Oregon,358,641,21806
20,KS,Kansas,55,WI,Wisconsin,340,632,19427
20,KS,Kansas,32,NV,Nevada,332,570,16166
20,KS,Kansas,21,KY,Kentucky,325,847,19199
20,KS,Kansas,49,UT,Utah,298,705,19290
20,KS,Kansas,24,MD,Maryland,283,585,18832
20,KS,Kansas,22,LA,Louisiana,248,479,11657
20,KS,Kansas,15,HI,Hawaii,221,550,15322
20,KS,Kansas,46,SD,South Dakota,215,407,14813
20,KS,Kansas,25,MA,Massachusetts,205,358,14857
20,KS,Kansas,34,NJ,New Jersey,200,358,16139
20,KS,Kansas,28,MS,Mississippi,198,444,9325
20,KS,Kansas,16,ID,Idaho,187,486,12057
20,KS,Kansas,30,MT,Montana,158,313,8850
20,KS,Kansas,2,AK,Alaska,156,430,9232
20,KS,Kansas,56,WY,Wyoming,149,318,7467
20,KS,Kansas,38,ND,North Dakota,109,226,7224
20,KS,Kansas,9,CT,Connecticut,103,211,9263
20,KS,Kansas,23,ME,Maine,91,197,7235
20,KS,Kansas,54,WV,West Virginia,60,123,2759
20,KS,Kansas,11,DC,District Of Columbia,56,87,4532
