y1_statefips,state_abb,state_name,y2_statefips,y2_state,y2_state_name,n1,n2,AGI
20,KS,Kansas,10,DE,Delaware,41,69,4829
20,KS,Kansas,33,NH,New Hampshire,40,72,2774
20,KS,Kansas,44,RI,Rhode Island,38,78,15571
20,KS,Kansas,50,VT,Vermont,27,49,1979
21,KY,Kentucky,96,KY,KY Total Migration-US and Foreign,45120,86740,3004550
21,KY,Kentucky,97,KY,KY Total Migration-US,44767,85891,2986767
21,KY,Kentucky,98,KY,KY Total Migration-Foreign,353,849,17783
21,KY,Kentucky,97,KY,KY Total Migration-Same State,66192,131087,3153754
21,KY,Kentucky,21,KY,KY Non-migrants,1486701,3257285,101584766
21,KY,Kentucky,39,OH,Ohio,6335,11133,319834
21,KY,Kentucky,18,IN,Indiana,5741,10764,278577
21,KY,Kentucky,47,TN,Tennessee,5237,10425,258113
21,KY,Kentucky,12,FL,Florida,4984,9335,749342
21,KY,Kentucky,48,TX,Texas,2301,4679,151630
21,KY,Kentucky,13,GA,Georgia,1534,3165,89826
21,KY,Kentucky,17,IL,Illinois,1489,2670,73293
21,KY,Kentucky,37,NC,North Carolina,1481,2884,93934
21,KY,Kentucky,6,CA,California,1305,2240,83203
21,KY,Kentucky,51,VA,Virginia,1122,2259,66976
21,KY,Kentucky,26,MI,Michigan,1048,2077,58067
21,KY,Kentucky,45,SC,South Carolina,992,2075,83097
21,KY,Kentucky,1,AL,Alabama,912,1964,55160
21,KY,Kentucky,8,CO,Colorado,841,1546,50469
21,KY,Kentucky,29,MO,Missouri,757,1580,41540
21,KY,Kentucky,54,WV,West Virginia,721,1491,33760
21,KY,Kentucky,36,NY,New York,706,1261,41632
21,KY,Kentucky,42,PA,Pennsylvania,670,1283,49655
21,KY,Kentucky,4,AZ,Arizona,627,1238,59965
21,KY,Kentucky,53,WA,Washington,553,1090,30585
21,KY,Kentucky,24,MD,Maryland,390,727,24957
21,KY,Kentucky,57,FR,Foreign,353,849,17783
21,KY,Kentucky,55,WI,Wisconsin,334,622,20790
21,KY,Kentucky,40,OK,Oklahoma,316,704,17112
21,KY,Kentucky,22,LA,Louisiana,315,616,18890
21,KY,Kentucky,28,MS,Mississippi,303,641,16195
21,KY,Kentucky,27,MN,Minnesota,297,571,15678
21,KY,Kentucky,32,NV,Nevada,295,516,16428
21,KY,Kentucky,5,AR,Arkansas,283,582,16262
21,KY,Kentucky,34,NJ,New Jersey,259,472,14203
21,KY,Kentucky,20,KS,Kansas,252,550,14564
21,KY,Kentucky,19,IA,Iowa,217,429,11211
21,KY,Kentucky,25,MA,Massachusetts,217,403,14114
21,KY,Kentucky,41,OR,Oregon,212,359,9679
21,KY,Kentucky,49,UT,Utah,208,545,19564
21,KY,Kentucky,15,HI,Hawaii,178,440,9292
21,KY,Kentucky,35,NM,New Mexico,170,328,11616
21,KY,Kentucky,2,AK,Alaska,123,265,6410
21,KY,Kentucky,9,CT,Connecticut,120,186,7501
21,KY,Kentucky,31,NE,Nebraska,109,207,5615
21,KY,Kentucky,30,MT,Montana,101,182,6212
21,KY,Kentucky,16,ID,Idaho,97,205,5857
21,KY,Kentucky,11,DC,District Of Columbia,97,125,5702
21,KY,Kentucky,23,ME,Maine,91,214,4117
21,KY,Kentucky,46,SD,South Dakota,76,148,5295
21,KY,Kentucky,38,ND,North Dakota,75,160,4266
21,KY,Kentucky,33,NH,New Hampshire,72,125,4997
21,KY,Kentucky,56,WY,Wyoming,69,138,3545
21,KY,Kentucky,10,DE,Delaware,55,109,3103
21,KY,Kentucky,44,RI,Rhode Island,44,90,3063
21,KY,Kentucky,50,VT,Vermont,36,73,1868
22,LA,Louisiana,96,LA,LA Total Migration-US and Foreign,46303,91429,2697296
22,LA,Louisiana,97,LA,LA Total Migration-US,45868,90549,2674215
22,LA,Louisiana,98,LA,LA Total Migration-Foreign,435,880,23081
22,LA,Louisiana,97,LA,LA Total Migration-Same State,67052,136631,3271720
22,LA,Louisiana,22,LA,LA Non-migrants,1505688,3275403,104051009
22,LA,Louisiana,48,TX,Texas,14911,30433,827789
22,LA,Louisiana,28,MS,Mississippi,3545,7399,197338
22,LA,Louisiana,12,FL,Florida,3329,6452,261360
22,LA,Louisiana,6,CA,California,2145,3718,123785
22,LA,Louisiana,13,GA,Georgia,2077,4170,103110
22,LA,Louisiana,47,TN,Tennessee,1381,2703,86009
22,LA,Louisiana,5,AR,Arkansas,1354,2763,68750
22,LA,Louisiana,1,AL,Alabama,1346,2700,84901
22,LA,Louisiana,8,CO,Colorado,1340,2412,70348
22,LA,Louisiana,37,NC,North Carolina,1202,2309,80523
22,LA,Louisiana,51,VA,Virginia,1023,2015,67876
22,LA,Louisiana,36,NY,New York,811,1317,52384
22,LA,Louisiana,40,OK,Oklahoma,704,1506,35568
22,LA,Louisiana,53,WA,Washington,704,1299,37729
22,LA,Louisiana,17,IL,Illinois,701,1179,33985
22,LA,Louisiana,29,MO,Missouri,645,1366,36447
22,LA,Louisiana,4,AZ,Arizona,636,1213,38273
22,LA,Louisiana,39,OH,Ohio,590,1143,33048
22,LA,Louisiana,42,PA,Pennsylvania,572,995,34073
22,LA,Louisiana,45,SC,South Carolina,561,1089,36004
22,LA,Louisiana,24,MD,Maryland,490,903,31028
22,LA,Louisiana,26,MI,Michigan,478,946,21267
22,LA,Louisiana,57,FR,Foreign,435,880,23081
22,LA,Louisiana,32,NV,Nevada,404,770,20946
22,LA,Louisiana,21,KY,Kentucky,388,880,23661
22,LA,Louisiana,18,IN,Indiana,388,782,20017
22,LA,Louisiana,25,MA,Massachusetts,329,512,21488
22,LA,Louisiana,41,OR,Oregon,319,550,15163
22,LA,Louisiana,20,KS,Kansas,317,677,15159
22,LA,Louisiana,34,NJ,New Jersey,280,555,20988
22,LA,Louisiana,35,NM,New Mexico,271,553,17714
22,LA,Louisiana,27,MN,Minnesota,259,449,12299
22,LA,Louisiana,55,WI,Wisconsin,247,479,12149
22,LA,Louisiana,49,UT,Utah,231,499,14611
22,LA,Louisiana,19,IA,Iowa,191,396,9541
22,LA,Louisiana,11,DC,District Of Columbia,169,250,10299
22,LA,Louisiana,2,AK,Alaska,161,378,8373
22,LA,Louisiana,15,HI,Hawaii,158,321,8287
22,LA,Louisiana,31,NE,Nebraska,151,310,7430
22,LA,Louisiana,9,CT,Connecticut,137,242,7072
22,LA,Louisiana,38,ND,North Dakota,132,285,7401
22,LA,Louisiana,54,WV,West Virginia,110,254,8371
22,LA,Louisiana,16,ID,Idaho,109,252,9722
22,LA,Louisiana,30,MT,Montana,104,215,13677
22,LA,Louisiana,23,ME,Maine,102,194,7620
22,LA,Louisiana,56,WY,Wyoming,89,180,5112
22,LA,Louisiana,46,SD,South Dakota,82,176,3734
22,LA,Louisiana,33,NH,New Hampshire,63,112,3881
22,LA,Louisiana,10,DE,Delaware,47,91,3003
22,LA,Louisiana,44,RI,Rhode Island,45,87,2915
22,LA,Louisiana,50,VT,Vermont,40,70,1984
23,ME,Maine,96,ME,ME Total Migration-US and Foreign,14367,24011,947682
23,ME,Maine,97,ME,ME Total Migration-US,14304,23878,944267
23,ME,Maine,98,ME,ME Total Migration-Foreign,63,133,3415
23,ME,Maine,97,ME,ME Total Migration-Same State,18682,31349,920141
23,ME,Maine,23,ME,ME Non-migrants,525828,1033403,37600978
23,ME,Maine,12,FL,Florida,2220,3811,200214
23,ME,Maine,33,NH,New Hampshire,1899,3098,125451
23,ME,Maine,25,MA,Massachusetts,1582,2256,102248
23,ME,Maine,36,NY,New York,657,987,41028
23,ME,Maine,37,NC,North Carolina,564,997,35351
23,ME,Maine,6,CA,California,559,806,33287
23,ME,Maine,48,TX,Texas,518,924,31521
23,ME,Maine,51,VA,Virginia,469,881,29828
23,ME,Maine,9,CT,Connecticut,425,645,28121
23,ME,Maine,42,PA,Pennsylvania,363,597,21838
23,ME,Maine,4,AZ,Arizona,340,597,20122
23,ME,Maine,8,CO,Colorado,338,479,25891
23,ME,Maine,45,SC,South Carolina,321,567,24651
23,ME,Maine,50,VT,Vermont,283,442,15873
23,ME,Maine,47,TN,Tennessee,250,468,13096
23,ME,Maine,39,OH,Ohio,244,422,11754
23,ME,Maine,13,GA,Georgia,241,476,14359
23,ME,Maine,53,WA,Washington,237,422,15179
23,ME,Maine,24,MD,Maryland,208,393,12928
23,ME,Maine,44,RI,Rhode Island,188,297,12016
23,ME,Maine,34,NJ,New Jersey,175,277,9301
23,ME,Maine,26,MI,Michigan,168,276,8432
23,ME,Maine,27,MN,Minnesota,162,412,6664
23,ME,Maine,41,OR,Oregon,147,204,8702
23,ME,Maine,17,IL,Illinois,137,205,7046
23,ME,Maine,21,KY,Kentucky,123,282,5662
23,ME,Maine,18,IN,Indiana,103,165,5111
23,ME,Maine,29,MO,Missouri,99,171,4653
23,ME,Maine,49,UT,Utah,94,171,5562
23,ME,Maine,1,AL,Alabama,89,160,4292
23,ME,Maine,32,NV,Nevada,84,120,3775
23,ME,Maine,35,NM,New Mexico,80,168,5162
23,ME,Maine,55,WI,Wisconsin,79,129,4114
23,ME,Maine,2,AK,Alaska,78,159,3615
23,ME,Maine,40,OK,Oklahoma,74,143,2989
23,ME,Maine,15,HI,Hawaii,73,140,3553
23,ME,Maine,30,MT,Montana,68,118,4237
23,ME,Maine,22,LA,Louisiana,68,111,4635
23,ME,Maine,57,FR,Foreign,63,133,3415
23,ME,Maine,16,ID,Idaho,57,108,7980
23,ME,Maine,20,KS,Kansas,52,94,3734
23,ME,Maine,19,IA,Iowa,52,92,2363
23,ME,Maine,10,DE,Delaware,51,84,2921
23,ME,Maine,11,DC,District Of Columbia,46,54,2762
23,ME,Maine,54,WV,West Virginia,46,95,2104
23,ME,Maine,5,AR,Arkansas,41,92,1719
23,ME,Maine,56,WY,Wyoming,35,66,2017
23,ME,Maine,28,MS,Mississippi,31,63,2361
23,ME,Maine,46,SD,South Dakota,30,52,1798
23,ME,Maine,31,NE,Nebraska,30,60,1374
23,ME,Maine,38,ND,North Dakota,26,42,875
24,MD,Maryland,96,MD,MD Total Migration-US and Foreign,95748,171381,8326190
24,MD,Maryland,97,MD,MD Total Migration-US,94582,168549,8226911
24,MD,Maryland,98,MD,MD Total Migration-Foreign,1166,2832,99279
24,MD,Maryland,97,MD,MD Total Migration-Same State,93204,171148,6044636
24,MD,Maryland,24,MD,MD Non-migrants,2259641,4699572,219393434
24,MD,Maryland,51,VA,Virginia,15690,27883,1209138
24,MD,Maryland,12,FL,Florida,9027,16525,1412824
24,MD,Maryland,42,PA,Pennsylvania,8569,15054,616538
24,MD,Maryland,11,DC,District Of Columbia,7750,12084,525830
24,MD,Maryland,37,NC,North Carolina,5063,9550,408869
24,MD,Maryland,6,CA,California,4946,8072,410417
24,MD,Maryland,48,TX,Texas,4386,8635,364106
24,MD,Maryland,36,NY,New York,4342,6800,290116
24,MD,Maryland,10,DE,Delaware,4230,7792,428704
24,MD,Maryland,13,GA,Georgia,3008,5859,209050
24,MD,Maryland,34,NJ,New Jersey,2755,4837,189102
24,MD,Maryland,45,SC,South Carolina,2450,4776,273636
24,MD,Maryland,54,WV,West Virginia,2395,4362,141225
24,MD,Maryland,8,CO,Colorado,1650,2836,149644
24,MD,Maryland,25,MA,Massachusetts,1563,2383,174771
24,MD,Maryland,39,OH,Ohio,1436,2751,106960
24,MD,Maryland,53,WA,Washington,1388,2416,119720
24,MD,Maryland,47,TN,Tennessee,1297,2427,120973
24,MD,Maryland,17,IL,Illinois,1173,2009,96948
24,MD,Maryland,57,FR,Foreign,1166,2832,99279
24,MD,Maryland,4,AZ,Arizona,1095,1915,93579
24,MD,Maryland,26,MI,Michigan,889,1717,69547
24,MD,Maryland,9,CT,Connecticut,664,1081,53920
24,MD,Maryland,18,IN,Indiana,619,1207,40750
24,MD,Maryland,1,AL,Alabama,611,1245,52149
24,MD,Maryland,32,NV,Nevada,561,957,43246
24,MD,Maryland,29,MO,Missouri,539,1033,42395
24,MD,Maryland,15,HI,Hawaii,519,1088,46005
24,MD,Maryland,21,KY,Kentucky,468,975,33515
24,MD,Maryland,27,MN,Minnesota,456,753,40935
24,MD,Maryland,41,OR,Oregon,453,740,34168
24,MD,Maryland,22,LA,Louisiana,445,801,33759
24,MD,Maryland,55,WI,Wisconsin,405,750,34106
24,MD,Maryland,49,UT,Utah,357,746,35174
24,MD,Maryland,23,ME,Maine,324,580,35974
24,MD,Maryland,40,OK,Oklahoma,320,651,18266
24,MD,Maryland,35,NM,New Mexico,295,573,25571
24,MD,Maryland,33,NH,New Hampshire,275,492,26571
24,MD,Maryland,20,KS,Kansas,271,555,19745
24,MD,Maryland,28,MS,Mississippi,227,474,16780
24,MD,Maryland,19,IA,Iowa,224,466,16854
24,MD,Maryland,44,RI,Rhode Island,221,344,18591
24,MD,Maryland,50,VT,Vermont,193,318,15818
24,MD,Maryland,5,AR,Arkansas,191,350,11810
24,MD,Maryland,31,NE,Nebraska,161,350,11027
24,MD,Maryland,16,ID,Idaho,152,335,16353
24,MD,Maryland,2,AK,Alaska,128,251,9011
24,MD,Maryland,30,MT,Montana,125,245,60704
24,MD,Maryland,46,SD,South Dakota,116,209,9922
24,MD,Maryland,56,WY,Wyoming,87,165,8634
24,MD,Maryland,38,ND,North Dakota,73,132,3462
25,MA,Massachussets,96,MA,MA Total Migration-US and Foreign,94318,150084,9519489
25,MA,Massachussets,97,MA,MA Total Migration-US,93832,149122,9495084
25,MA,Massachussets,98,MA,MA Total Migration-Foreign,486,962,24406
25,MA,Massachussets,97,MA,MA Total Migration-Same State,106098,168263,10052426
25,MA,Massachussets,25,MA,MA Non-migrants,2673509,5313279,309853468
25,MA,Massachussets,33,NH,New Hampshire,11987,20046,1304027
25,MA,Massachussets,12,FL,Florida,11076,19019,1470132
25,MA,Massachussets,36,NY,New York,8137,10876,697295
25,MA,Massachussets,6,CA,California,7917,11116,831767
25,MA,Massachussets,44,RI,Rhode Island,6606,10448,572804
25,MA,Massachussets,9,CT,Connecticut,5796,9201,460720
25,MA,Massachussets,23,ME,Maine,3897,6195,429205
25,MA,Massachussets,48,TX,Texas,3549,6269,333802
25,MA,Massachussets,37,NC,North Carolina,3073,5447,283070
25,MA,Massachussets,42,PA,Pennsylvania,2917,4629,250705
25,MA,Massachussets,34,NJ,New Jersey,2556,3935,250247
25,MA,Massachussets,51,VA,Virginia,2335,3846,223580
25,MA,Massachussets,8,CO,Colorado,1859,2535,182264
25,MA,Massachussets,13,GA,Georgia,1805,3164,150357
25,MA,Massachussets,53,WA,Washington,1789,2608,186126
25,MA,Massachussets,17,IL,Illinois,1705,2395,157783
25,MA,Massachussets,50,VT,Vermont,1631,2561,206282
25,MA,Massachussets,45,SC,South Carolina,1628,2939,189352
25,MA,Massachussets,24,MD,Maryland,1522,2352,129741
25,MA,Massachussets,4,AZ,Arizona,1267,2038,157654
25,MA,Massachussets,39,OH,Ohio,1119,1959,91642
25,MA,Massachussets,47,TN,Tennessee,974,1628,85829
25,MA,Massachussets,26,MI,Michigan,903,1452,111568
25,MA,Massachussets,11,DC,District Of Columbia,885,1065,69668
25,MA,Massachussets,41,OR,Oregon,687,948,64412
25,MA,Massachussets,27,MN,Minnesota,610,951,64495
25,MA,Massachussets,18,IN,Indiana,511,910,45560
25,MA,Massachussets,57,FR,Foreign,486,962,24406
25,MA,Massachussets,55,WI,Wisconsin,446,731,39138
25,MA,Massachussets,32,NV,Nevada,436,696,84691
25,MA,Massachussets,29,MO,Missouri,429,707,36047
25,MA,Massachussets,49,UT,Utah,412,860,54444
25,MA,Massachussets,35,NM,New Mexico,303,458,23688
25,MA,Massachussets,1,AL,Alabama,296,519,19952
25,MA,Massachussets,22,LA,Louisiana,289,451,21171
25,MA,Massachussets,21,KY,Kentucky,286,556,21973
25,MA,Massachussets,15,HI,Hawaii,264,410,34659
25,MA,Massachussets,10,DE,Delaware,227,367,19253
25,MA,Massachussets,20,KS,Kansas,220,413,25694
25,MA,Massachussets,19,IA,Iowa,210,324,12446
25,MA,Massachussets,40,OK,Oklahoma,187,326,11330
25,MA,Massachussets,5,AR,Arkansas,175,310,24741
25,MA,Massachussets,30,MT,Montana,158,235,12923
25,MA,Massachussets,28,MS,Mississippi,126,211,7152
25,MA,Massachussets,2,AK,Alaska,124,217,5876
25,MA,Massachussets,16,ID,Idaho,113,186,9720
25,MA,Massachussets,54,WV,West Virginia,108,163,7189
25,MA,Massachussets,31,NE,Nebraska,97,157,5769
25,MA,Massachussets,56,WY,Wyoming,71,98,9559
25,MA,Massachussets,46,SD,South Dakota,62,100,4778
25,MA,Massachussets,38,ND,North Dakota,52,95,2802
26,MI,Michigan,96,MI,MI Total Migration-US and Foreign,76541,135840,5567516
26,MI,Michigan,97,MI,MI Total Migration-US,76194,135177,5551050
26,MI,Michigan,98,MI,MI Total Migration-Foreign,347,663,16466
26,MI,Michigan,97,MI,MI Total Migration-Same State,158688,281844,8849100
26,MI,Michigan,26,MI,MI Non-migrants,3719126,7786133,281403561
26,MI,Michigan,12,FL,Florida,10939,19571,1208685
26,MI,Michigan,39,OH,Ohio,5728,10206,339141
26,MI,Michigan,48,TX,Texas,5315,10405,347150
26,MI,Michigan,6,CA,California,5003,7979,376667
26,MI,Michigan,18,IN,Indiana,4554,8392,258306
26,MI,Michigan,17,IL,Illinois,4430,6795,306895
26,MI,Michigan,4,AZ,Arizona,3005,5377,215215
26,MI,Michigan,47,TN,Tennessee,2920,5588,206199
26,MI,Michigan,37,NC,North Carolina,2769,5162,195638
26,MI,Michigan,13,GA,Georgia,2699,5214,161906
26,MI,Michigan,55,WI,Wisconsin,2491,4352,147973
26,MI,Michigan,8,CO,Colorado,2127,3082,143278
26,MI,Michigan,36,NY,New York,2054,3260,141078
26,MI,Michigan,51,VA,Virginia,1731,3157,155683
26,MI,Michigan,42,PA,Pennsylvania,1553,2673,108675
26,MI,Michigan,53,WA,Washington,1552,2466,119378
26,MI,Michigan,45,SC,South Carolina,1550,2970,117655
26,MI,Michigan,21,KY,Kentucky,1298,2449,71614
26,MI,Michigan,27,MN,Minnesota,1113,1935,73364
26,MI,Michigan,1,AL,Alabama,1001,2052,55659
26,MI,Michigan,29,MO,Missouri,961,1845,60877
26,MI,Michigan,32,NV,Nevada,921,1645,62907
26,MI,Michigan,24,MD,Maryland,890,1488,57205
26,MI,Michigan,25,MA,Massachusetts,869,1328,68524
26,MI,Michigan,41,OR,Oregon,732,1224,51655
26,MI,Michigan,34,NJ,New Jersey,683,1126,59295
26,MI,Michigan,49,UT,Utah,556,920,36195
26,MI,Michigan,19,IA,Iowa,542,978,29144
26,MI,Michigan,40,OK,Oklahoma,510,1032,24238
26,MI,Michigan,5,AR,Arkansas,471,1059,32748
26,MI,Michigan,20,KS,Kansas,430,896,30209
26,MI,Michigan,22,LA,Louisiana,427,771,26064
26,MI,Michigan,28,MS,Mississippi,405,793,19348
26,MI,Michigan,9,CT,Connecticut,395,675,30498
26,MI,Michigan,35,NM,New Mexico,375,585,17294
26,MI,Michigan,57,FR,Foreign,347,663,16466
26,MI,Michigan,11,DC,District Of Columbia,316,372,18979
26,MI,Michigan,15,HI,Hawaii,309,531,16078
26,MI,Michigan,2,AK,Alaska,285,515,16124
26,MI,Michigan,30,MT,Montana,282,501,16105
26,MI,Michigan,31,NE,Nebraska,278,547,16357
26,MI,Michigan,54,WV,West Virginia,252,458,12770
26,MI,Michigan,16,ID,Idaho,248,528,16491
26,MI,Michigan,38,ND,North Dakota,221,384,12023
26,MI,Michigan,23,ME,Maine,189,349,15535
26,MI,Michigan,46,SD,South Dakota,178,345,10338
26,MI,Michigan,56,WY,Wyoming,163,383,9267
26,MI,Michigan,33,NH,New Hampshire,163,271,11780
26,MI,Michigan,10,DE,Delaware,109,209,10539
26,MI,Michigan,44,RI,Rhode Island,103,149,6817
26,MI,Michigan,50,VT,Vermont,99,185,5487
27,MN,Minnesota,96,MN,MN Total Migration-US and Foreign,55621,97980,4742974
27,MN,Minnesota,97,MN,MN Total Migration-US,55420,97597,4733111
27,MN,Minnesota,98,MN,MN Total Migration-Foreign,201,383,9862
27,MN,Minnesota,97,MN,MN Total Migration-Same State,125256,222559,7715798
27,MN,Minnesota,27,MN,MN Non-migrants,2158211,4632860,196570416
27,MN,Minnesota,55,WI,Wisconsin,8283,14383,590428
27,MN,Minnesota,12,FL,Florida,4363,7996,659517
27,MN,Minnesota,48,TX,Texas,3799,7511,314206
27,MN,Minnesota,38,ND,North Dakota,3590,5831,182612
27,MN,Minnesota,6,CA,California,3533,5555,364945
27,MN,Minnesota,4,AZ,Arizona,3330,5890,358182
27,MN,Minnesota,8,CO,Colorado,2265,3601,152964
27,MN,Minnesota,19,IA,Iowa,2239,4121,140342
27,MN,Minnesota,17,IL,Illinois,2128,3477,151690
27,MN,Minnesota,46,SD,South Dakota,1930,3622,143495
27,MN,Minnesota,53,WA,Washington,1567,2610,127312
27,MN,Minnesota,37,NC,North Carolina,1242,2353,122146
27,MN,Minnesota,26,MI,Michigan,1110,2051,81326
27,MN,Minnesota,36,NY,New York,1076,1583,156011
27,MN,Minnesota,13,GA,Georgia,1040,2075,80557
27,MN,Minnesota,29,MO,Missouri,910,1788,58044
27,MN,Minnesota,39,OH,Ohio,834,1501,66247
27,MN,Minnesota,41,OR,Oregon,816,1256,53708
27,MN,Minnesota,47,TN,Tennessee,788,1518,89714
27,MN,Minnesota,51,VA,Virginia,776,1351,61060
27,MN,Minnesota,32,NV,Nevada,706,1181,52398
27,MN,Minnesota,42,PA,Pennsylvania,698,1207,54532
27,MN,Minnesota,18,IN,Indiana,649,1269,61093
27,MN,Minnesota,31,NE,Nebraska,628,1217,37595
27,MN,Minnesota,25,MA,Massachusetts,601,955,73513
27,MN,Minnesota,30,MT,Montana,531,873,50287
27,MN,Minnesota,45,SC,South Carolina,496,901,45753
27,MN,Minnesota,24,MD,Maryland,462,748,32125
27,MN,Minnesota,49,UT,Utah,447,796,30787
27,MN,Minnesota,20,KS,Kansas,445,780,29780
27,MN,Minnesota,40,OK,Oklahoma,436,926,23111
27,MN,Minnesota,5,AR,Arkansas,336,723,21939
27,MN,Minnesota,34,NJ,New Jersey,322,589,39093
27,MN,Minnesota,16,ID,Idaho,302,562,21714
27,MN,Minnesota,21,KY,Kentucky,296,570,27671
27,MN,Minnesota,35,NM,New Mexico,280,473,19445
27,MN,Minnesota,1,AL,Alabama,255,483,17465
27,MN,Minnesota,2,AK,Alaska,233,415,12233
27,MN,Minnesota,22,LA,Louisiana,225,388,14463
27,MN,Minnesota,15,HI,Hawaii,216,352,13115
27,MN,Minnesota,9,CT,Connecticut,212,356,18958
27,MN,Minnesota,57,FR,Foreign,201,383,9862
27,MN,Minnesota,11,DC,District Of Columbia,199,240,14692
27,MN,Minnesota,56,WY,Wyoming,170,332,19869
27,MN,Minnesota,28,MS,Mississippi,164,348,8716
27,MN,Minnesota,23,ME,Maine,122,203,11294
27,MN,Minnesota,33,NH,New Hampshire,116,222,10674
27,MN,Minnesota,44,RI,Rhode Island,79,131,5000
27,MN,Minnesota,50,VT,Vermont,63,96,4127
27,MN,Minnesota,54,WV,West Virginia,57,89,3444
27,MN,Minnesota,10,DE,Delaware,55,99,3719
28,MS,Mississippi,96,MS,MS Total Migration-US and Foreign,32088,63893,1635501
28,MS,Mississippi,97,MS,MS Total Migration-US,31739,63212,1618484
28,MS,Mississippi,98,MS,MS Total Migration-Foreign,349,681,17017
28,MS,Mississippi,97,MS,MS Total Migration-Same State,40715,85948,1770272
28,MS,Mississippi,28,MS,MS Non-migrants,948756,2107854,55687517
28,MS,Mississippi,47,TN,Tennessee,5138,10093,239681
28,MS,Mississippi,48,TX,Texas,4629,9399,206602
28,MS,Mississippi,22,LA,Louisiana,3082,6229,143573
28,MS,Mississippi,1,AL,Alabama,3082,6229,184781
28,MS,Mississippi,12,FL,Florida,2336,4577,139814
28,MS,Mississippi,13,GA,Georgia,1843,3708,98562
28,MS,Mississippi,6,CA,California,1009,1929,53920
28,MS,Mississippi,5,AR,Arkansas,994,2046,53080
28,MS,Mississippi,37,NC,North Carolina,786,1509,46800
28,MS,Mississippi,51,VA,Virginia,729,1562,47877
28,MS,Mississippi,17,IL,Illinois,682,1285,25237
28,MS,Mississippi,8,CO,Colorado,574,1071,27148
28,MS,Mississippi,29,MO,Missouri,528,1071,24497
28,MS,Mississippi,45,SC,South Carolina,423,849,25285
28,MS,Mississippi,39,OH,Ohio,405,814,21113
28,MS,Mississippi,18,IN,Indiana,382,838,18676
28,MS,Mississippi,40,OK,Oklahoma,377,818,16092
28,MS,Mississippi,53,WA,Washington,352,678,21732
28,MS,Mississippi,21,KY,Kentucky,350,730,18887
28,MS,Mississippi,4,AZ,Arizona,350,701,20833
28,MS,Mississippi,57,FR,Foreign,349,681,17017
28,MS,Mississippi,36,NY,New York,313,554,20856
28,MS,Mississippi,26,MI,Michigan,300,603,11980
28,MS,Mississippi,42,PA,Pennsylvania,259,493,12930
28,MS,Mississippi,24,MD,Maryland,240,395,11625
28,MS,Mississippi,55,WI,Wisconsin,235,471,8595
28,MS,Mississippi,32,NV,Nevada,215,381,9777
28,MS,Mississippi,20,KS,Kansas,199,415,7553
28,MS,Mississippi,27,MN,Minnesota,176,354,8816
28,MS,Mississippi,19,IA,Iowa,150,314,4789
28,MS,Mississippi,35,NM,New Mexico,147,278,7692
28,MS,Mississippi,41,OR,Oregon,129,243,9212
28,MS,Mississippi,49,UT,Utah,126,280,7502
28,MS,Mississippi,31,NE,Nebraska,121,279,5747
28,MS,Mississippi,34,NJ,New Jersey,114,210,5092
28,MS,Mississippi,25,MA,Massachusetts,113,176,6082
28,MS,Mississippi,15,HI,Hawaii,102,213,4335
28,MS,Mississippi,2,AK,Alaska,89,185,4356
28,MS,Mississippi,54,WV,West Virginia,81,148,3386
28,MS,Mississippi,38,ND,North Dakota,78,167,3597
28,MS,Mississippi,30,MT,Montana,75,131,4145
28,MS,Mississippi,16,ID,Idaho,64,118,3686
28,MS,Mississippi,9,CT,Connecticut,57,88,3049
28,MS,Mississippi,23,ME,Maine,55,91,3975
28,MS,Mississippi,46,SD,South Dakota,54,101,3029
28,MS,Mississippi,11,DC,District Of Columbia,52,68,3485
28,MS,Mississippi,10,DE,Delaware,41,79,2527
28,MS,Mississippi,56,WY,Wyoming,39,110,3119
28,MS,Mississippi,33,NH,New Hampshire,28,65,1930
28,MS,Mississippi,44,RI,Rhode Island,23,47,1008
28,MS,Mississippi,50,VT,Vermont,13,19,421
29,MO,Missouri,96,MO,MO Total Migration-US and Foreign,68416,127232,4694136
29,MO,Missouri,97,MO,MO Total Migration-US,67897,126136,4668027
29,MO,Missouri,98,MO,MO Total Migration-Foreign,519,1096,26109
29,MO,Missouri,97,MO,MO Total Migration-Same State,107155,204106,5300867
29,MO,Missouri,29,MO,MO Non-migrants,2150823,4602036,162672218
29,MO,Missouri,20,KS,Kansas,10528,18489,650051
29,MO,Missouri,17,IL,Illinois,7048,12211,382580
29,MO,Missouri,48,TX,Texas,6245,12196,426632
29,MO,Missouri,12,FL,Florida,5130,9794,766794
29,MO,Missouri,6,CA,California,3259,5560,195771
29,MO,Missouri,5,AR,Arkansas,3115,6495,149617
29,MO,Missouri,8,CO,Colorado,2481,4242,163227
29,MO,Missouri,40,OK,Oklahoma,1969,3951,92013
29,MO,Missouri,4,AZ,Arizona,1906,3565,129976
29,MO,Missouri,47,TN,Tennessee,1743,3384,110214
29,MO,Missouri,13,GA,Georgia,1658,3279,110722
29,MO,Missouri,19,IA,Iowa,1626,3119,86317
29,MO,Missouri,37,NC,North Carolina,1454,2848,107806
29,MO,Missouri,53,WA,Washington,1300,2357,88244
29,MO,Missouri,18,IN,Indiana,1182,2167,70313
29,MO,Missouri,51,VA,Virginia,1166,2172,80461
29,MO,Missouri,39,OH,Ohio,1128,2128,80795
